date,furnace,sensor_tag,sensor_type,value,unit,is_anomaly,anomaly_score
2023-01-11,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,60.924,%,False,0.0
2023-01-11,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.042,t,False,0.0
2023-01-11,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,89.18,%,False,0.0
2023-01-11,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1608.711,°C,False,0.0
2023-01-11,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1846.386,mm,False,0.0
2023-01-11,SAF-02,SAF-02_POWER_MW,power_mw,38.999,MW,False,0.0
2023-01-11,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,60.789,%,False,0.0
2023-01-11,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,36.964,t,False,0.0
2023-01-11,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.876,%,False,0.0
2023-01-12,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1618.303,°C,False,0.0
2023-01-12,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1815.431,mm,False,0.0
2023-01-12,SAF-01,SAF-01_POWER_MW,power_mw,37.923,MW,False,0.0
2023-01-12,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.157,%,False,0.0
2023-01-12,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,43.603,t,False,0.0
2023-01-12,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.82,%,False,0.0
2023-01-12,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1618.777,°C,False,0.0
2023-01-12,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1806.196,mm,False,0.0
2023-01-12,SAF-02,SAF-02_POWER_MW,power_mw,38.259,MW,False,0.0
2023-01-12,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.652,%,False,0.0
2023-01-12,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.694,t,False,0.0
2023-01-12,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.098,%,False,0.0
2023-01-13,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1627.535,°C,False,0.0
2023-01-13,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1870.206,mm,False,0.0
2023-01-13,SAF-01,SAF-01_POWER_MW,power_mw,36.767,MW,False,0.0
2023-01-13,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,64.844,%,False,0.0
2023-01-13,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,38.788,t,False,0.0
2023-01-13,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,89.366,%,False,0.0
2023-01-13,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1586.529,°C,False,0.0
2023-01-13,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1877.449,mm,False,0.0
2023-01-13,SAF-02,SAF-02_POWER_MW,power_mw,38.563,MW,False,0.0
2023-01-13,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.513,%,False,0.0
2023-01-13,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,36.062,t,False,0.0
2023-01-13,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.314,%,False,0.0
2023-01-14,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1618.6,°C,False,0.0
2023-01-14,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1856.911,mm,False,0.0
2023-01-14,SAF-01,SAF-01_POWER_MW,power_mw,39.712,MW,False,0.0
2023-01-14,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.4,%,False,0.0
2023-01-14,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,34.837,t,False,0.0
2023-01-14,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.809,%,False,0.0
2023-01-14,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1618.627,°C,False,0.0
2023-01-14,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1890.629,mm,False,0.0
2023-01-14,SAF-02,SAF-02_POWER_MW,power_mw,36.113,MW,False,0.0
2023-01-14,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,60.168,%,False,0.0
2023-01-14,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.001,t,False,0.0
2023-01-14,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.068,%,False,0.0
2023-01-15,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1638.278,°C,False,0.0
2023-01-15,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1843.031,mm,False,0.0
2023-01-15,SAF-01,SAF-01_POWER_MW,power_mw,38.707,MW,False,0.0
2023-01-15,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,63.941,%,False,0.0
2023-01-15,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,38.016,t,False,0.0
2023-01-15,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,90.322,%,False,0.0
2023-01-15,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1611.149,°C,False,0.0
2023-01-15,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1850.322,mm,False,0.0
2023-01-15,SAF-02,SAF-02_POWER_MW,power_mw,37.67,MW,False,0.0
2023-01-15,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,60.929,%,False,0.0
2023-01-15,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.193,t,False,0.0
2023-01-15,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,86.682,%,False,0.0
2023-01-16,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1608.208,°C,False,0.0
2023-01-16,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1849.466,mm,False,0.0
2023-01-16,SAF-01,SAF-01_POWER_MW,power_mw,38.037,MW,False,0.0
2023-01-16,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,63.264,%,False,0.0
2023-01-16,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,37.527,t,False,0.0
2023-01-16,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.467,%,False,0.0
2023-01-16,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1588.84,°C,False,0.0
2023-01-16,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1895.872,mm,False,0.0
2023-01-16,SAF-02,SAF-02_POWER_MW,power_mw,38.084,MW,False,0.0
2023-01-16,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.853,%,False,0.0
2023-01-16,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.596,t,False,0.0
2023-01-16,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,86.985,%,False,0.0
2023-01-17,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1616.147,°C,False,0.0
2023-01-17,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1837.533,mm,False,0.0
2023-01-17,SAF-01,SAF-01_POWER_MW,power_mw,39.13,MW,False,0.0
2023-01-17,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,63.297,%,False,0.0
2023-01-17,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,37.178,t,False,0.0
2023-01-17,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.155,%,False,0.0
2023-01-17,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1619.232,°C,False,0.0
2023-01-17,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1809.43,mm,False,0.0
2023-01-17,SAF-02,SAF-02_POWER_MW,power_mw,36.813,MW,False,0.0
2023-01-17,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.802,%,False,0.0
2023-01-17,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,35.86,t,False,0.0
2023-01-17,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.031,%,False,0.0
2023-01-18,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1637.747,°C,False,0.0
2023-01-18,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1845.53,mm,False,0.0
2023-01-18,SAF-01,SAF-01_POWER_MW,power_mw,37.758,MW,False,0.0
2023-01-18,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,59.762,%,False,0.0
2023-01-18,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,40.876,t,False,0.0
2023-01-18,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,90.143,%,False,0.0
2023-01-18,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1637.707,°C,False,0.0
2023-01-18,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1893.355,mm,False,0.0
2023-01-18,SAF-02,SAF-02_POWER_MW,power_mw,38.485,MW,False,0.0
2023-01-18,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,62.183,%,False,0.0
2023-01-18,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.888,t,False,0.0
2023-01-18,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,89.027,%,False,0.0
2023-01-19,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1624.9,°C,False,0.0
2023-01-19,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1842.309,mm,False,0.0
2023-01-19,SAF-01,SAF-01_POWER_MW,power_mw,38.037,MW,False,0.0
2023-01-19,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.239,%,False,0.0
2023-01-19,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,34.484,t,False,0.0
2023-01-19,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,90.332,%,False,0.0
2023-01-19,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1645.669,°C,False,0.0
2023-01-19,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1814.807,mm,False,0.0
2023-01-19,SAF-02,SAF-02_POWER_MW,power_mw,36.849,MW,False,0.0
2023-01-19,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.701,%,False,0.0
2023-01-19,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,40.67,t,False,0.0
2023-01-19,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.571,%,False,0.0
2023-01-20,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1624.757,°C,False,0.0
2023-01-20,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1867.266,mm,False,0.0
2023-01-20,SAF-01,SAF-01_POWER_MW,power_mw,36.606,MW,False,0.0
2023-01-20,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,59.346,%,False,0.0
2023-01-20,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,39.265,t,False,0.0
2023-01-20,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,88.578,%,False,0.0
2023-01-20,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1623.045,°C,False,0.0
2023-01-20,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1838.448,mm,False,0.0
2023-01-20,SAF-02,SAF-02_POWER_MW,power_mw,37.261,MW,False,0.0
2023-01-20,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,58.138,%,False,0.0
2023-01-20,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.547,t,False,0.0
2023-01-20,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,86.37,%,False,0.0
2023-01-21,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1604.757,°C,False,0.0
2023-01-21,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1877.352,mm,False,0.0
2023-01-21,SAF-01,SAF-01_POWER_MW,power_mw,38.845,MW,False,0.0
2023-01-21,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,60.1,%,False,0.0
2023-01-21,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,38.537,t,False,0.0
2023-01-21,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,86.748,%,False,0.0
2023-01-21,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1618.734,°C,False,0.0
2023-01-21,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1854.859,mm,False,0.0
2023-01-21,SAF-02,SAF-02_POWER_MW,power_mw,38.473,MW,False,0.0
2023-01-21,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,59.694,%,False,0.0
2023-01-21,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.11,t,False,0.0
2023-01-21,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,88.084,%,False,0.0
2023-01-22,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1592.991,°C,False,0.0
2023-01-22,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1808.423,mm,False,0.0
2023-01-22,SAF-01,SAF-01_POWER_MW,power_mw,37.456,MW,False,0.0
2023-01-22,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,60.188,%,False,0.0
2023-01-22,SAF-01,SAF-01_TAP_WEIGHT_T,tap_weight_t,37.415,t,False,0.0
2023-01-22,SAF-01,SAF-01_CR_YIELD_PCT,cr_yield_pct,87.503,%,False,0.0
2023-01-22,SAF-02,SAF-02_TEMPERATURE_C,temperature_c,1602.625,°C,False,0.0
2023-01-22,SAF-02,SAF-02_ELECTRODE_POS_MM,electrode_pos_mm,1831.069,mm,False,0.0
2023-01-22,SAF-02,SAF-02_POWER_MW,power_mw,39.774,MW,False,0.0
2023-01-22,SAF-02,SAF-02_OFF_GAS_CO_PCT,off_gas_co_pct,61.447,%,False,0.0
2023-01-22,SAF-02,SAF-02_TAP_WEIGHT_T,tap_weight_t,39.579,t,False,0.0
2023-01-22,SAF-02,SAF-02_CR_YIELD_PCT,cr_yield_pct,87.624,%,False,0.0
2023-01-23,SAF-01,SAF-01_TEMPERATURE_C,temperature_c,1632.044,°C,False,0.0
2023-01-23,SAF-01,SAF-01_ELECTRODE_POS_MM,electrode_pos_mm,1834.784,mm,False,0.0
2023-01-23,SAF-01,SAF-01_POWER_MW,power_mw,37.981,MW,False,0.0
2023-01-23,SAF-01,SAF-01_OFF_GAS_CO_PCT,off_gas_co_pct,61.515,%,False,0.0
