date,material,qty_on_hand,daily_use,days_cover,unit_cost,stock_status
2023-02-07,chromite_ore,52096.1,2551.73,22.2,202.16962897004635,ok
2023-02-07,met_coke,4530.0,518.67,9.4,317.15442085607657,ok
2023-02-07,quartzite_flux,5532.1,227.56,26.3,29.10647377092657,ok
2023-02-07,electrode_paste,168.7,8.87,20.1,1889.6323400617928,ok
2023-02-07,lime,2630.9,66.78,42.4,44.07484011039301,ok
2023-02-08,chromite_ore,49562.9,2533.18,21.1,197.52674338387615,ok
2023-02-08,met_coke,11770.9,506.47,24.5,311.300711466582,ok
2023-02-08,quartzite_flux,5312.8,219.31,25.3,27.642122795653616,ok
2023-02-08,electrode_paste,159.9,8.82,19.0,1888.58922462196,ok
2023-02-08,lime,2564.2,66.71,41.4,42.895952450696086,ok
2023-02-09,chromite_ore,47060.1,2502.79,20.0,198.53640887898774,ok
2023-02-09,met_coke,11258.5,512.41,23.5,312.4085010020766,ok
2023-02-09,quartzite_flux,5091.5,221.3,24.2,28.084886196361797,ok
2023-02-09,electrode_paste,150.9,8.95,18.0,1849.3266375808928,ok
2023-02-09,lime,2498.6,65.63,40.3,45.198932754670885,ok
2023-02-10,chromite_ore,124918.1,2549.42,53.2,203.89159827240238,ok
2023-02-10,met_coke,10756.0,502.5,22.4,315.3657849641998,ok
2023-02-10,quartzite_flux,4869.9,221.62,23.2,28.608777750976376,ok
2023-02-10,electrode_paste,142.1,8.84,16.9,1871.2767739134863,ok
2023-02-10,lime,2433.3,65.31,39.2,44.254322791364224,ok
2023-02-11,chromite_ore,122253.0,2665.1,52.0,197.3449224830062,ok
2023-02-11,met_coke,10214.0,542.04,21.3,324.1948696534931,ok
2023-02-11,quartzite_flux,4632.8,237.13,22.1,27.48509741825775,ok
2023-02-11,electrode_paste,132.6,9.45,15.8,1788.9408420889522,ok
2023-02-11,lime,2365.3,68.03,38.1,45.36185878981902,ok
2023-02-12,chromite_ore,119652.7,2600.26,50.9,199.443782322903,ok
2023-02-12,met_coke,9692.3,521.64,20.2,320.38056531091104,ok
2023-02-12,quartzite_flux,4400.1,232.65,21.0,28.07807442644672,ok
2023-02-12,electrode_paste,123.2,9.41,14.7,1814.4173046950398,ok
2023-02-12,lime,2298.8,66.49,37.1,44.65983559414743,ok
2023-02-13,chromite_ore,117075.7,2577.03,49.8,195.48697610603185,ok
2023-02-13,met_coke,9188.1,504.19,19.1,305.6866548394942,ok
2023-02-13,quartzite_flux,12155.7,228.79,57.9,27.183796165807205,ok
2023-02-13,electrode_paste,340.9,8.99,40.6,1830.5602622943977,ok
2023-02-13,lime,2233.0,65.76,36.0,43.1972489802445,ok
2023-02-14,chromite_ore,114532.2,2543.5,48.7,202.93606548134775,ok
2023-02-14,met_coke,8687.2,500.96,18.1,311.233102495905,ok
2023-02-14,quartzite_flux,11926.4,229.34,56.8,27.16530625640454,ok
2023-02-14,electrode_paste,332.1,8.85,39.5,1856.2894463147682,ok
2023-02-14,lime,2167.5,65.49,35.0,43.51789918266722,ok
2023-02-15,chromite_ore,112026.7,2505.47,47.7,194.57591027840036,ok
2023-02-15,met_coke,8173.3,513.9,17.0,318.07423892148086,ok
2023-02-15,quartzite_flux,11700.9,225.44,55.7,27.34249428848272,ok
2023-02-15,electrode_paste,322.9,9.16,38.4,1807.3371454683886,ok
2023-02-15,lime,2100.2,67.31,33.9,43.79054054118962,ok
2023-02-16,chromite_ore,109450.2,2576.46,46.6,194.91894244119808,ok
2023-02-16,met_coke,7665.5,507.75,16.0,313.4950444813898,ok
2023-02-16,quartzite_flux,11480.9,220.05,54.7,27.60158278401337,ok
2023-02-16,electrode_paste,313.7,9.18,37.3,1892.654992005739,ok
2023-02-16,lime,2035.0,65.16,32.8,45.39679934506936,ok
2023-02-17,chromite_ore,106870.9,2579.32,45.5,204.11382433849857,ok
2023-02-17,met_coke,7141.8,523.76,14.9,317.36350298970024,ok
2023-02-17,quartzite_flux,11254.1,226.79,53.6,28.43946296000298,ok
2023-02-17,electrode_paste,304.5,9.29,36.2,1797.747233782472,ok
2023-02-17,lime,1968.9,66.12,31.8,42.90316131867528,ok
2023-02-18,chromite_ore,104182.9,2688.01,44.3,198.23137935875152,ok
2023-02-18,met_coke,6601.4,540.4,13.8,321.0100622087744,ok
2023-02-18,quartzite_flux,11013.2,240.85,52.4,27.47709361727284,ok
2023-02-18,electrode_paste,294.9,9.53,35.1,1899.1000692800117,ok
2023-02-18,lime,1901.7,67.2,30.7,45.002598925371565,ok
2023-02-19,chromite_ore,101593.6,2589.35,43.2,201.0495515297802,ok
2023-02-19,met_coke,6067.4,533.99,12.6,308.3127707855721,ok
2023-02-19,quartzite_flux,10784.9,228.31,51.4,27.38921657685485,ok
2023-02-19,electrode_paste,285.8,9.11,34.0,1866.9473571693336,ok
2023-02-19,lime,1833.4,68.3,29.6,43.34723098967409,ok
2023-02-20,chromite_ore,99021.5,2572.1,42.1,201.57973498152322,ok
2023-02-20,met_coke,5546.8,520.61,11.6,323.0594787203502,ok
2023-02-20,quartzite_flux,10559.2,225.67,50.3,28.798291423687814,ok
2023-02-20,electrode_paste,277.0,8.86,33.0,1880.0902449121593,ok
2023-02-20,lime,1764.4,69.05,28.5,45.287522506166475,ok
2023-02-21,chromite_ore,96455.6,2565.87,41.0,200.74697765157444,ok
2023-02-21,met_coke,5029.8,517.01,10.5,317.479957166757,ok
2023-02-21,quartzite_flux,10327.3,231.9,49.2,29.116527822990996,ok
2023-02-21,electrode_paste,267.8,9.12,31.9,1792.6959636716194,ok
2023-02-21,lime,1696.6,67.76,27.4,43.04659438194508,ok
2023-02-22,chromite_ore,93990.6,2465.02,40.0,196.6168895706975,ok
2023-02-22,met_coke,4511.4,518.41,9.4,306.65436942550645,ok
2023-02-22,quartzite_flux,10108.1,219.22,48.1,27.2481299152977,ok
2023-02-22,electrode_paste,258.7,9.15,30.8,1874.1234986570605,ok
2023-02-22,lime,1632.4,64.22,26.3,42.767140301365394,ok
2023-02-23,chromite_ore,91488.7,2501.89,38.9,195.97592680183382,ok
2023-02-23,met_coke,13347.0,512.19,27.8,317.47253484670546,ok
2023-02-23,quartzite_flux,9891.3,216.83,47.1,29.033486647010296,ok
2023-02-23,electrode_paste,249.5,9.17,29.7,1879.9928122173137,ok
2023-02-23,lime,1566.7,65.64,25.3,43.35757979312796,ok
2023-02-24,chromite_ore,88962.0,2526.66,37.9,202.26586778645773,ok
2023-02-24,met_coke,12848.8,498.13,26.8,312.49454202439466,ok
2023-02-24,quartzite_flux,9670.2,221.14,46.0,28.77976467794651,ok
2023-02-24,electrode_paste,240.5,8.96,28.6,1867.639979607959,ok
2023-02-24,lime,1500.7,66.02,24.2,43.51304784449803,ok
2023-02-25,chromite_ore,86446.6,2515.47,36.8,192.69287927615275,ok
2023-02-25,met_coke,12322.1,526.7,25.7,312.0966810193088,ok
2023-02-25,quartzite_flux,9444.5,225.69,45.0,27.64089827926991,ok
2023-02-25,electrode_paste,231.6,8.9,27.6,1860.511464528491,ok
2023-02-25,lime,1434.9,65.81,23.1,42.87776326282163,ok
2023-02-26,chromite_ore,83874.3,2572.31,35.7,197.27786636087222,ok
2023-02-26,met_coke,11808.7,513.39,24.6,312.0599912683049,ok
2023-02-26,quartzite_flux,9214.0,230.51,43.9,27.78884031604204,ok
2023-02-26,electrode_paste,222.5,9.19,26.5,1905.8133754924054,ok
2023-02-26,lime,1367.5,67.44,22.1,44.009577730025235,ok
2023-02-27,chromite_ore,81327.6,2546.69,34.6,198.4064575447542,ok
2023-02-27,met_coke,11298.8,509.92,23.5,314.1121842924274,ok
2023-02-27,quartzite_flux,8992.2,221.79,42.8,27.3643304239088,ok
2023-02-27,electrode_paste,213.5,8.92,25.4,1800.7527662894543,ok
2023-02-27,lime,1301.6,65.85,21.0,44.39535586133742,ok
2023-02-28,chromite_ore,78780.8,2546.72,33.5,192.5620415082879,ok
2023-02-28,met_coke,10788.0,510.77,22.5,312.6369364764377,ok
2023-02-28,quartzite_flux,8776.7,215.46,41.8,27.64911442483989,ok
2023-02-28,electrode_paste,204.9,8.67,24.4,1812.7230859702101,ok
2023-02-28,lime,1237.0,64.61,20.0,43.91602351297716,ok
2023-03-01,chromite_ore,76264.1,2516.77,32.5,192.0737213158197,ok
2023-03-01,met_coke,10285.3,502.76,21.4,304.6834898616962,ok
2023-03-01,quartzite_flux,8551.5,225.18,40.7,27.80498674598649,ok
2023-03-01,electrode_paste,195.9,9.01,23.3,1813.3708413200984,ok
2023-03-01,lime,1172.6,64.39,18.9,45.579410055912355,ok
2023-03-02,chromite_ore,73859.9,2404.21,31.4,193.8182622467494,ok
2023-03-02,met_coke,9793.0,492.23,20.4,324.07107928401314,ok
2023-03-02,quartzite_flux,8330.0,221.57,39.7,28.35616830533955,ok
2023-03-02,electrode_paste,186.8,9.06,22.2,1796.1909134825755,ok
2023-03-02,lime,1105.8,66.81,17.8,43.308360491386445,ok
2023-03-03,chromite_ore,71153.2,2706.67,30.3,197.88235821509667,ok
2023-03-03,met_coke,9248.1,544.98,19.3,322.97835429399146,ok
2023-03-03,quartzite_flux,8094.9,235.05,38.5,29.114255261709438,ok
2023-03-03,electrode_paste,177.3,9.53,21.1,1868.362207620846,ok
2023-03-03,lime,1032.9,72.88,16.7,42.85741123516724,ok
2023-03-04,chromite_ore,68550.2,2603.01,29.2,199.92986580101118,ok
2023-03-04,met_coke,8723.2,524.88,18.2,305.89818257607783,ok
2023-03-04,quartzite_flux,7867.6,227.31,37.5,28.480086880861478,ok
2023-03-04,electrode_paste,168.2,9.05,20.0,1804.76209094006,ok
2023-03-04,lime,967.0,65.95,15.6,45.311529796259975,ok
2023-03-05,chromite_ore,66062.3,2487.9,28.1,201.88482840718964,ok
2023-03-05,met_coke,8184.8,538.43,17.1,302.8034286349718,ok
2023-03-05,quartzite_flux,7643.5,224.06,36.4,28.481322829750546,ok
2023-03-05,electrode_paste,159.3,8.91,19.0,1860.7649499206348,ok
2023-03-05,lime,2600.5,68.27,41.9,44.82762947163884,ok
2023-03-06,chromite_ore,63537.8,2524.48,27.0,194.93785120522173,ok
2023-03-06,met_coke,7670.1,514.68,16.0,321.9008536223142,ok
2023-03-06,quartzite_flux,7417.0,226.57,35.3,28.084711354491944,ok
2023-03-06,electrode_paste,150.4,8.88,17.9,1795.8621437755592,ok
2023-03-06,lime,2535.3,65.21,40.9,42.714455199507576,ok
2023-03-07,chromite_ore,60933.1,2604.66,25.9,195.14360401450432,ok
2023-03-07,met_coke,7143.4,526.69,14.9,306.32320421862073,ok
2023-03-07,quartzite_flux,7193.8,223.22,34.3,27.9798235456876,ok
2023-03-07,electrode_paste,141.5,8.95,16.8,1887.62758468347,ok
2023-03-07,lime,2466.7,68.6,39.8,45.375907009644614,ok
2023-03-08,chromite_ore,58470.0,2463.12,24.9,202.8249050542012,ok
2023-03-08,met_coke,6640.5,502.93,13.8,322.5882433673163,ok
2023-03-08,quartzite_flux,6968.7,225.02,33.2,27.819306932591147,ok
2023-03-08,electrode_paste,132.7,8.81,15.8,1786.3210105574558,ok
2023-03-08,lime,2401.3,65.36,38.7,45.495181794906436,ok
2023-03-09,chromite_ore,55926.3,2543.71,23.8,205.501340789425,ok
2023-03-09,met_coke,6142.2,498.23,12.8,315.5731837581638,ok
2023-03-09,quartzite_flux,6748.7,220.07,32.1,28.224165743313918,ok
2023-03-09,electrode_paste,123.8,8.84,14.7,1821.3103628713443,ok
2023-03-09,lime,2335.1,66.23,37.7,43.24461993855818,ok
2023-03-10,chromite_ore,53408.0,2518.26,22.7,201.08025799351034,ok
2023-03-10,met_coke,5638.4,503.83,11.7,322.9641788759516,ok
2023-03-10,quartzite_flux,6523.1,225.53,31.1,28.766274824893312,ok
2023-03-10,electrode_paste,356.8,9.1,42.5,1863.8323800340438,ok
2023-03-10,lime,2269.4,65.68,36.6,42.98648970002561,ok
2023-03-11,chromite_ore,50807.8,2600.27,21.6,192.97964986026025,ok
2023-03-11,met_coke,5118.8,519.56,10.7,303.96584491170574,ok
2023-03-11,quartzite_flux,6291.6,231.57,30.0,27.47426272488802,ok
2023-03-11,electrode_paste,347.5,9.3,41.4,1886.6634288551888,ok
2023-03-11,lime,2200.0,69.48,35.5,43.63339400506389,ok
2023-03-12,chromite_ore,48256.0,2551.8,20.5,199.86332913479694,ok
2023-03-12,met_coke,4600.0,518.85,9.6,316.9476873887169,ok
2023-03-12,quartzite_flux,6068.1,223.41,28.9,29.07931674959012,ok
2023-03-12,electrode_paste,338.6,8.88,40.3,1891.603682986962,ok
2023-03-12,lime,2132.5,67.51,34.4,43.434152621356645,ok
2023-03-13,chromite_ore,45775.6,2480.33,19.5,193.2309052140842,ok
2023-03-13,met_coke,12494.5,507.48,26.0,304.37640149793737,ok
2023-03-13,quartzite_flux,5846.4,221.71,27.8,27.734154376747522,ok
2023-03-13,electrode_paste,329.7,8.94,39.2,1882.9550051086867,ok
2023-03-13,lime,2067.2,65.25,33.3,43.53810664211103,ok
2023-03-14,chromite_ore,115282.9,2455.73,49.1,195.3125575992977,ok
2023-03-14,met_coke,12002.3,492.21,25.0,318.8525451820102,ok
2023-03-14,quartzite_flux,5630.0,216.4,26.8,28.278631987995684,ok
2023-03-14,electrode_paste,321.1,8.57,38.2,1802.9980576008184,ok
2023-03-14,lime,2004.1,63.09,32.3,45.32781532782532,ok
2023-03-15,chromite_ore,112818.1,2464.78,48.0,197.29892301051365,ok
2023-03-15,met_coke,11493.2,509.07,23.9,304.0477503248152,ok
2023-03-15,quartzite_flux,5414.4,215.68,25.8,27.611002181952383,ok
2023-03-15,electrode_paste,312.1,9.01,37.2,1875.7454974121874,ok
2023-03-15,lime,1939.0,65.09,31.3,42.69535369310697,ok
2023-03-16,chromite_ore,110404.8,2413.37,47.0,200.86860232060684,ok
2023-03-16,met_coke,10994.4,498.84,22.9,322.8262835795507,ok
2023-03-16,quartzite_flux,5191.0,223.32,24.7,28.036872782696072,ok
2023-03-16,electrode_paste,303.2,8.92,36.1,1910.4320769088174,ok
2023-03-16,lime,1874.3,64.75,30.2,44.658979734696686,ok
